AccountZAnnualRevenue,AccountZBillingCountry,AccountZBillingState,AccountZIndustry,AccountZIsPersonAccount,AccountZName,AccountZType,AccountId,ApplicationZAccountZIndustry,ApplicationZAccountZIsPersonAccount,ApplicationZAccountZName,ApplicationZAccountZType,ApplicationZAccountId,ApplicationZAmountPaid,ApplicationZApplicationCaseId,ApplicationZApplicationCategory,ApplicationZApplicationSourceFlag,ApplicationZApplicationType,ApplicationZAppliedDate,ApplicationZBusinessLicenseZName,ApplicationZBusinessTypeZAuthorizationActivityType,ApplicationZBusinessTypeZIndustry,ApplicationZBusinessTypeZName,ApplicationZBusinessTypeId,ApplicationZCaseZAccountZName,ApplicationZCaseZAccountId,ApplicationZCaseZCreatedDate,ApplicationZCaseZReason,ApplicationZCaseZStatus,ApplicationZCaseZSuppliedName,ApplicationZCaseZType,ApplicationZCategory,ApplicationZCreatedDate,ApplicationZId,ApplicationZLicensePermitNameId,ApplicationZLicenseTypeId,ApplicationZName,ApplicationZRegAuthTypeZDurationType,ApplicationZRegAuthTypeZIssuingDepartmentId,ApplicationZRegAuthTypeZName,ApplicationZRegAuthTypeZProcessingDuration,ApplicationZRegAuthTypeZRegulatoryAuthCategory,ApplicationZRegAuthTypeZRegulatoryAuthCode,ApplicationZRegAuthTypeZRegulatoryAuthorityZName,ApplicationZStatus,ApplicationZWasReturned,BusinessLicenseZAccountZIndustry,BusinessLicenseZAccountZName,BusinessLicenseZAccountZType,BusinessLicenseZAccountId,BusinessLicenseZBusinessTypeZAuthorizationActivityType,BusinessLicenseZBusinessTypeZIndustry,BusinessLicenseZBusinessTypeZName,BusinessLicenseZBusinessTypeId,BusinessLicenseZCreatedDate,BusinessLicenseZId,BusinessLicenseZIdentifier,BusinessLicenseZIssuer,BusinessLicenseZName,BusinessLicenseZPeriodEnd,BusinessLicenseZPeriodStart,BusinessLicenseZRegAuthTypeZDurationType,BusinessLicenseZRegAuthTypeZIssuingDepartmentId,BusinessLicenseZRegAuthTypeZName,BusinessLicenseZRegAuthTypeZProcessingDuration,BusinessLicenseZRegAuthTypeZRegulatoryAuthCategory,BusinessLicenseZRegAuthTypeZRegulatoryAuthCode,BusinessLicenseZRegAuthTypeZRegulatoryAuthorityZName,BusinessLicenseZRegulatoryAuthorizationTypeId,BusinessLicenseZStatus,BusinessLicenseZUserId,CalculationDate,CreatedDate,DueDate,EnforcementActionZComplianceDueDate,EnforcementActionZCreatedDate,EnforcementActionZDateCreated,EnforcementActionZDateResolved,EnforcementActionZDaysOpen,EnforcementActionZId,EnforcementActionZName,EnforcementActionZPriority,EnforcementActionZRegCodeViolationZInspectionZApplicationZApplicationCategory,EnforcementActionZRegCodeViolationZInspectionZApplicationZApplicationType,EnforcementActionZRegCodeViolationZInspectionZApplicationZCategory,EnforcementActionZRegCodeViolationZInspectionZApplicationZId,EnforcementActionZRegCodeViolationZInspectionZApplicationZLicensePermitNameId,EnforcementActionZRegCodeViolationZInspectionZApplicationZLicenseTypeId,EnforcementActionZRegCodeViolationZInspectionZApplicationZStatus,EnforcementActionZRegCodeViolationZInspectionZPublicComplaintZComplaintType,EnforcementActionZRegCodeViolationZInspectionZPublicComplaintZId,EnforcementActionZRegCodeViolationZInspectionZPublicComplaintZStatus,EnforcementActionZRegCodeViolationZInspectionId,EnforcementActionZRegCodeViolationZViolationTypeId,EnforcementActionZStatus,EnforcementActionZType,EnforcementActionZViolationId,Id,InspectionZAccountZIndustry,InspectionZAccountZIsPersonAccount,InspectionZAccountZName,InspectionZAccountZType,InspectionZAccountId,InspectionZActualVisitEndTime,InspectionZActualVisitStartTime,InspectionZApplicationZAccountZIsPersonAccount,InspectionZApplicationZAccountZName,InspectionZApplicationZAccountId,InspectionZApplicationZAmountPaid,InspectionZApplicationZApplicationCaseId,InspectionZApplicationZApplicationCategory,InspectionZApplicationZApplicationSourceFlag,InspectionZApplicationZApplicationType,InspectionZApplicationZAppliedDate,InspectionZApplicationZBusinessTypeZAuthorizationActivityType,InspectionZApplicationZBusinessTypeZIndustry,InspectionZApplicationZBusinessTypeZName,InspectionZApplicationZBusinessTypeId,InspectionZApplicationZCaseZReason,InspectionZApplicationZCaseZStatus,InspectionZApplicationZCaseZType,InspectionZApplicationZCategory,InspectionZApplicationZCreatedDate,InspectionZApplicationZId,InspectionZApplicationZLicensePermitNameId,InspectionZApplicationZLicenseTypeId,InspectionZApplicationZName,InspectionZApplicationZRegAuthTypeZDurationType,InspectionZApplicationZRegAuthTypeZIssuingDepartmentId,InspectionZApplicationZRegAuthTypeZName,InspectionZApplicationZRegAuthTypeZProcessingDuration,InspectionZApplicationZRegAuthTypeZRegulatoryAuthCategory,InspectionZApplicationZRegAuthTypeZRegulatoryAuthCode,InspectionZApplicationZRegAuthTypeZRegulatoryAuthorityZName,InspectionZApplicationZStatus,InspectionZApplicationZWasReturned,InspectionZCaseZAccountZIsPersonAccount,InspectionZCaseZAccountZName,InspectionZCaseZAccountId,InspectionZCaseZCreatedDate,InspectionZCaseZId,InspectionZCaseZReason,InspectionZCaseZStatus,InspectionZCaseZSuppliedName,InspectionZCaseZType,InspectionZContextId,InspectionZCreatedDate,InspectionZId,InspectionZInspectionContextSource,InspectionZInspectionTypeZCreatedDate,InspectionZInspectionTypeZName,InspectionZName,InspectionZPlannedVisitEndTime,InspectionZPlannedVisitStartTime,InspectionZPublicComplaintZAccountZIsPersonAccount,InspectionZPublicComplaintZAccountZName,InspectionZPublicComplaintZAccountId,InspectionZPublicComplaintZBusinessName,InspectionZPublicComplaintZComplaintSubType,InspectionZPublicComplaintZComplaintType,InspectionZPublicComplaintZCreatedDate,InspectionZPublicComplaintZFirstName,InspectionZPublicComplaintZId,InspectionZPublicComplaintZIncidentDate,InspectionZPublicComplaintZLastName,InspectionZPublicComplaintZName,InspectionZPublicComplaintZPriority,InspectionZPublicComplaintZStatus,InspectionZStatus,InspectionZUserZName,InspectionZUserZUniqueUserName,InspectionZUserZUsername,InspectionZUserId,InspectionZVisitPriority,InspectionZVisitTypeId,InspectionZVisitorZDepartment,InspectionZVisitorZFullPhotoUrl,InspectionZVisitorZId,InspectionZVisitorZManagerId,InspectionZVisitorZName,InspectionZVisitorZSmallPhotoUrl,InspectionZVisitorZUniqueUserName,InspectionZVisitorZUserRoleId,InspectionZVisitorZUserType,InspectionZVisitorZUsername,InspectionZVisitorId,Name,ParentRecordId,RegCodeViolationZComplianceDueDate,RegCodeViolationZCreatedDate,RegCodeViolationZDateCreated,RegCodeViolationZDateResolved,RegCodeViolationZDaysOpen,RegCodeViolationZId,RegCodeViolationZInspectionZAccountId,RegCodeViolationZInspectionZActualVisitEndTime,RegCodeViolationZInspectionZActualVisitStartTime,RegCodeViolationZInspectionZApplicationZApplicationCategory,RegCodeViolationZInspectionZApplicationZApplicationType,RegCodeViolationZInspectionZApplicationZCategory,RegCodeViolationZInspectionZApplicationZId,RegCodeViolationZInspectionZApplicationZLicensePermitNameId,RegCodeViolationZInspectionZApplicationZStatus,RegCodeViolationZInspectionZContextId,RegCodeViolationZInspectionZName,RegCodeViolationZInspectionZPlannedVisitEndTime,RegCodeViolationZInspectionZPlannedVisitStartTime,RegCodeViolationZInspectionZPublicComplaintZId,RegCodeViolationZInspectionZStatus,RegCodeViolationZInspectionZUserId,RegCodeViolationZInspectionZVisitPriority,RegCodeViolationZInspectionZVisitTypeId,RegCodeViolationZInspectionZVisitorId,RegCodeViolationZInspectionId,RegCodeViolationZName,RegCodeViolationZPriority,RegCodeViolationZRegulatoryCodeZEffectiveFrom,RegCodeViolationZRegulatoryCodeZEffectiveTo,RegCodeViolationZRegulatoryCodeZName,RegCodeViolationZRegulatoryCodeZParentCodeId,RegCodeViolationZRegulatoryCodeZRegulatoryAuthorityZName,RegCodeViolationZRegulatoryCodeZRegulatoryAuthorityId,RegCodeViolationZRegulatoryCodeZType,RegCodeViolationZRegulatoryCodeId,RegCodeViolationZStatus,RegCodeViolationZViolationTypeZName,RegCodeViolationZViolationTypeZSeverity,RegCodeViolationZViolationTypeZType,RegCodeViolationZViolationTypeId,RegulatoryTransactionFeeSource,Status,TotalFeeAmount
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-04T20:00:00.000Z,2023-11-07T15:01:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBbzIAG,,true,Charles Green,,001Hr00001s8ssDIAQ,2022-01-31T19:56:53.000Z,2022-01-31T19:56:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6gKAG,Individual Application,,,00000031,2022-01-31T19:30:00.000Z,2022-01-31T19:00:00.000Z,,,,,,,,,,,,,,,Completed,Kaylee Kwan,Kaylee Kwan,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,Medium,,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,FEE-000000054,0Z5Hr000000TW6gKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-30T20:00:00.000Z,2023-11-07T15:01:48.000Z,2022-02-05T20:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBbuIAG,,,,,001Hr00001s8t4hIAA,2022-02-01T14:55:54.000Z,2021-06-28T02:18:01.000Z,,,001Hr00001s8t4hIAA,,500Hr00001aqHydIAE,Basic,Business License Application,New,2021-11-09T14:41:00.000Z,Business,Retail,Beauty Salon,2gFHr000000XaQpMAK,,New,Establishment License,License,2023-11-07T15:01:48.000Z,0f0Hr000000XZtnIAG,0cEHr000000L4s0MAC,0ehHr000000CdF6IAK,BLA-0000000028,Hour,19pHr000000CeuLIAS,Salon Establishment License,,License,,Board of Barbering & Cosmetology,License Issued,false,,,,,,,,,,0f0Hr000000XZtnIAG,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6jKAG,Business License Application,2023-11-07T15:01:48.000Z,Salon Establishment Inspection,00000041,,2021-11-08T20:00:00.000Z,,,,,,,,,,,,,,,Completed,Kaylee Kwan,Kaylee Kwan,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WvMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,FEE-000000051,0Z5Hr000000TW6jKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-03T19:00:00.000Z,2023-11-07T15:01:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBbwIAG,,,,,001Hr00001s8t8gIAA,2022-02-02T17:35:38.000Z,2021-04-13T09:53:42.000Z,,,001Hr00001s8t8gIAA,,500Hr00001aqHygIAE,Basic,Business License Application,,2021-03-20T16:00:00.000Z,Business,Food and Beverages,Restaurant,2gFHr000000XaQsMAK,,New,Establishment License,Permit,2023-11-07T15:01:48.000Z,0f0Hr000000XZttIAG,0cEHr000000L4rZMAS,0ehHr000000CdF7IAK,BLA-0000000039,Day,19pHr000000CeuKIAS,Building Permit,30,Permit,,Department of Buildings,Violations Observed,false,,,,,,,,,,0f0Hr000000XZttIAG,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6uKAG,Business License Application,2023-11-07T15:01:48.000Z,Business Inspection,00000054,,2021-03-29T19:00:00.000Z,,,,,,,,,,,,,,,Completed,Alan Lands,Alan Lands,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1WzMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,FEE-000000056,0Z5Hr000000TW6uKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-15T19:00:00.000Z,2023-11-07T15:01:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBbvIAG,,,,,,,2021-04-11T10:00:28.000Z,,,001Hr00001s8tBBIAY,,,,Business License Application,,2021-06-14T19:00:00.000Z,,,,,,,,License,2023-11-07T15:01:48.000Z,0f0Hr000000XZuDIAW,0cEHr000000L4rgMAC,0ehHr000000CdFFIA0,BLA-0000000068,Hour,19pHr000000CeuGIAS,Physician License,,License,,Department of Public Health,Inspection Phase,false,,,,,,,,,,0f0Hr000000XZuDIAW,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6vKAG,Business License Application,2023-11-07T15:01:48.000Z,Business Inspection,00000060,,2021-08-04T19:00:00.000Z,,,,,,,,,,,,,,,Planned,Kaylee Kwan,Kaylee Kwan,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WzMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,FEE-000000053,0Z5Hr000000TW6vKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-04T20:00:00.000Z,2023-11-07T15:01:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBbrIAG,,,,,001Hr00001s8stfIAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6wKAG,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000079,,2022-03-09T20:00:00.000Z,,,,,,,,,,,,,,,Planned,,,,,,0fJHr000000L1X0MAK,,,,,,,,,,,,FEE-000000052,0Z5Hr000000TW6wKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,225
,United States,NY,Healthcare,false,Health and Life Sciences Associates,Other,001Hr00001s8t08IAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-19T19:00:00.000Z,2023-11-07T15:01:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBboIAG,Healthcare,false,Health and Life Sciences Associates,Other,001Hr00001s8t08IAA,,2021-07-15T11:15:18.000Z,,,001Hr00001s8tBBIAY,,,,Business License Application,,2021-06-14T19:00:00.000Z,,,,,,,,License,2023-11-07T15:01:48.000Z,0f0Hr000000XZuDIAW,0cEHr000000L4rgMAC,0ehHr000000CdFFIA0,BLA-0000000068,Hour,19pHr000000CeuGIAS,Physician License,,License,,Department of Public Health,Inspection Phase,false,,,,,,,,,,0f0Hr000000XZuDIAW,2023-11-07T15:01:48.000Z,0Z5Hr000000TW6zKAG,Business License Application,2023-11-07T15:01:48.000Z,Health & Safety Inspection,00000083,,2024-06-18T19:00:00.000Z,,,,,,,,,,,,,,,Planned,Kaylee Kwan,Kaylee Kwan,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X2MAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,FEE-000000046,0Z5Hr000000TW6zKAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-20T20:00:37.000Z,2024-01-02T20:37:15.000Z,2014-05-03T11:21:02.000Z,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBwyIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcQKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000522,,2021-09-04T22:31:04.000Z,,,,,,,,,,,,,,,Completed,Maria Johnson,Maria Johnson,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,FEE-000000373,0Z5Hr000000TXcQKAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PARTIALLY_PAID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-19T06:50:12.000Z,2024-01-02T20:37:15.000Z,2013-10-30T06:29:03.000Z,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBy3IAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcQKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000522,,2021-09-04T22:31:04.000Z,,,,,,,,,,,,,,,Completed,Maria Johnson,Maria Johnson,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,FEE-000000440,0Z5Hr000000TXcQKAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PAID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-25T11:00:29.000Z,2024-01-02T20:37:15.000Z,1995-09-23T16:00:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBvSIAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcQKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000522,,2021-09-04T22:31:04.000Z,,,,,,,,,,,,,,,Completed,Maria Johnson,Maria Johnson,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,FEE-000000279,0Z5Hr000000TXcQKAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PARTIALLY_PAID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-11T15:53:52.000Z,2024-01-02T20:37:15.000Z,2007-02-16T04:04:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,0kxHr000000PBvlIAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcQKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000522,,2021-09-04T22:31:04.000Z,,,,,,,,,,,,,,,Completed,Maria Johnson,Maria Johnson,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,FEE-000000298,0Z5Hr000000TXcQKAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inspection,PARTIALLY_PAID,
